"SalePrice","OverallQual","GrLivArea","GarageCars","GarageArea","TotalBsmtSF","YearBuilt","FullBath","BedroomAbvGr","LotArea","Neighborhood"
122500,5,1365,2,440,765,1971,1,2,1920,"BrDale"
181000,6,1604,2,470,926,1997,2,3,10839,"Gilbert"
81000,4,630,0,0,630,1972,1,1,1890,"MeadowV"
212000,7,1661,2,550,799,1996,2,3,10667,"CollgCr"
116000,6,1118,2,440,648,1920,1,2,4400,"OldTown"
119000,6,904,1,180,884,1926,1,2,6000,"BrkSide"
90350,5,694,1,352,440,1913,1,2,4280,"Crawfor"
110000,6,1196,2,528,684,1920,1,3,12354,"Edwards"
555000,10,2402,3,672,3094,2008,2,2,15431,"NridgHt"
118000,4,1440,0,0,1440,1955,2,4,12108,"Edwards"
162900,5,1573,2,360,1078,1930,2,3,6240,"BrkSide"
172500,7,1258,3,648,1258,2006,2,2,3922,"Blmngtn"
210000,7,1908,2,493,915,1994,2,4,8750,"CollgCr"
127500,6,1689,2,480,1436,1956,1,3,9855,"Edwards"
190000,6,1888,2,578,1517,1966,2,2,16492,"NAmes"
199900,7,1886,2,431,930,1998,2,4,11214,"Gilbert"
119500,6,1376,1,198,780,1937,2,3,8600,"IDOTRR"
120000,3,1183,1,308,649,1948,1,2,6000,"OldTown"
110000,6,813,1,270,813,1930,1,2,5684,"OldTown"
280000,7,1533,2,576,1533,1975,2,2,70761,"ClearCr"
204000,6,1756,2,422,872,1996,2,3,9303,"Timber"
210000,8,1590,2,676,768,2008,2,3,9000,"Somerst"
188000,5,1728,2,560,1728,1976,2,4,9297,"Mitchel"
175500,7,1242,2,528,1242,1973,1,3,9600,"NWAmes"
98000,5,1344,3,513,624,1916,1,4,4571,"OldTown"
256000,4,1663,2,529,1364,1954,1,2,53227,"ClearCr"
161000,8,1666,1,228,588,1925,1,3,5100,"OldTown"
110000,5,1203,1,352,709,1950,1,3,7015,"BrkSide"
263435,8,1935,2,552,832,2009,2,3,8004,"Somerst"
155000,7,1135,2,576,560,1936,1,3,7200,"SWISU"
62383,5,864,1,360,864,1965,1,3,8281,"Sawyer"
188700,6,1660,1,240,715,1934,1,3,11988,"Crawfor"
124000,5,1040,0,0,1040,1978,2,3,8430,"CollgCr"
178740,7,1414,2,398,1375,2004,2,2,3072,"Blmngtn"
167000,7,1277,2,526,1277,1970,1,2,10628,"NAmes"
146500,5,1644,1,312,728,1942,1,3,9480,"NAmes"
250000,8,1634,3,866,1626,2006,2,3,11428,"NridgHt"
187000,6,1710,2,506,832,1993,2,3,9291,"SawyerW"
212000,8,1502,2,528,1488,1985,1,1,6820,"StoneBr"
190000,7,1969,2,534,808,1977,2,3,11952,"NWAmes"
148000,6,1072,2,525,547,2005,1,2,3675,"Edwards"
440000,8,1976,3,908,1976,2006,2,2,14977,"NridgHt"
251000,8,1652,2,499,1494,2000,2,2,5330,"StoneBr"
132500,5,970,2,624,970,1963,1,2,8480,"Sawyer"
208900,6,1493,2,508,1478,1997,2,3,13125,"CollgCr"
380000,9,2643,3,694,2153,2006,2,3,13693,"NridgHt"
297000,8,1718,3,826,1705,2007,2,3,10637,"CollgCr"
89471,4,1131,2,672,907,1937,1,2,5925,"OldTown"
326000,9,1850,3,772,1833,2004,2,3,16033,"NridgHt"
374000,9,1792,3,874,1792,2003,2,2,11846,"NridgHt"
155000,7,1826,1,164,910,1915,1,4,2500,"OldTown"
164000,6,1216,2,402,1216,1998,2,2,4500,"Mitchel"
132500,5,999,1,264,999,1962,1,3,7758,"Sawyer"
147000,5,1113,1,264,1113,1950,1,3,9600,"NAmes"
156000,5,1073,2,515,1073,1965,1,3,10289,"NAmes"
175000,5,1484,2,487,1484,1971,2,3,12243,"NWAmes"
160000,5,2414,2,520,954,1900,2,3,10800,"OldTown"
86000,4,630,1,286,630,1970,1,1,1526,"MeadowV"
115000,5,1304,1,336,264,1976,1,3,2665,"MeadowV"
133000,6,1578,1,240,806,1941,1,3,9490,"NAmes"
172785,6,1456,2,429,728,2006,2,3,15578,"Gilbert"
155000,5,1269,1,308,1269,1960,1,3,7931,"NAmes"
91300,5,886,1,273,190,1938,1,2,5784,"OldTown"
34900,4,720,0,0,720,1920,1,2,7879,"IDOTRR"
430000,8,3228,2,546,3200,1992,3,4,12692,"NoRidge"
184000,7,1820,1,240,1026,1925,2,4,9120,"BrkSide"
130000,5,899,1,288,864,1967,1,3,7800,"Sawyer"
120000,5,912,1,297,912,1958,1,2,7535,"NAmes"
113000,6,1218,1,264,672,1973,1,3,1890,"BrDale"
226700,7,1768,2,603,866,2005,2,3,9803,"Somerst"
140000,5,1214,2,461,1214,1965,1,2,9170,"Edwards"
289000,7,1801,2,484,1501,1959,2,1,15602,"Crawfor"
147000,6,1322,2,440,855,1974,2,3,2308,"NPkVill"
124500,5,1960,2,400,960,1952,2,4,7596,"OldTown"
215000,8,1911,2,471,777,1993,2,3,9554,"SawyerW"
208300,6,1218,2,676,1218,2009,2,2,7862,"Somerst"
161000,7,1378,2,360,689,1928,2,3,9600,"OldTown"
124500,5,1041,1,270,1041,1959,1,3,9600,"NAmes"
164900,5,1363,1,288,1008,1951,1,2,14559,"NAmes"
202665,7,1368,2,474,1368,2005,2,2,6792,"NridgHt"
129900,5,864,2,624,864,1958,1,3,9100,"NAmes"
134000,6,1080,2,484,1084,1983,1,3,9187,"Mitchel"
96500,5,789,1,200,768,1926,1,2,10594,"Crawfor"
402861,10,2020,3,900,2006,2009,2,3,12220,"NridgHt"
158000,6,2119,2,583,689,1972,2,3,10448,"NWAmes"
265000,7,2344,3,889,1264,1996,2,3,10208,"NoRidge"
211000,6,1796,2,546,794,1998,2,3,9531,"CollgCr"
234000,7,2080,1,282,1276,1926,1,3,10918,"Crawfor"
106250,4,1294,0,0,0,1900,2,3,10800,"OldTown"
150000,6,1244,1,336,1244,1957,1,3,11988,"NAmes"
159000,6,1664,2,420,1004,1947,2,3,5000,"BrkSide"
184750,10,4676,3,884,3138,2007,3,3,40094,"Edwards"
315750,7,2398,3,834,1379,1996,2,3,11787,"NoRidge"
176000,7,1266,2,453,1257,2005,2,3,7500,"Somerst"
132000,5,928,1,252,928,1956,1,2,13300,"NAmes"
446261,9,2713,3,858,1452,2008,2,3,14948,"NridgHt"
86000,4,605,0,0,528,1920,1,2,9098,"Edwards"
200624,6,2515,2,484,2035,1957,3,4,32668,"Crawfor"
175000,6,1509,2,600,1461,1988,2,3,10200,"Timber"
128000,6,1362,2,502,611,1920,2,3,6155,"BrkSide"
107500,5,827,1,392,0,1955,1,2,7200,"NAmes"
39300,1,334,0,0,0,1946,1,1,5000,"BrkSide"
178000,8,1414,2,403,707,2004,2,3,9056,"Gilbert"
107500,5,1347,0,0,1117,1910,1,3,7000,"Edwards"
188000,7,1724,2,527,880,1998,2,3,8924,"CollgCr"
111250,4,864,2,576,864,1972,1,3,12735,"NAmes"
158000,5,1159,1,336,1051,1968,1,3,11553,"Sawyer"
272000,8,1601,2,670,1581,2001,2,3,11423,"CollgCr"
315000,9,1838,3,765,1838,2006,2,2,14601,"Timber"
248000,8,2285,3,648,969,2000,2,4,11000,"NoRidge"
213250,7,1680,2,583,1650,1998,2,3,10140,"NWAmes"
133000,7,767,1,367,723,1998,1,1,4058,"NAmes"
179665,7,1496,2,426,654,2006,2,3,17104,"Gilbert"
229000,7,2183,3,786,1204,1988,2,4,13837,"NWAmes"
210000,6,1635,2,440,1065,1923,1,3,8737,"BrkSide"
129500,5,768,2,624,768,1970,1,2,7244,"Mitchel"
125000,5,825,2,720,825,1955,1,2,8235,"OldTown"
263000,7,2094,2,615,912,2003,2,4,9375,"Somerst"
140000,6,1069,2,440,1069,1977,2,2,4043,"NPkVill"
112500,5,928,1,288,928,1957,1,3,6000,"OldTown"
255500,8,1717,3,908,1709,2006,2,3,11146,"NridgHt"
108000,4,1126,2,520,0,1949,2,2,8777,"Edwards"
284000,7,2046,3,871,998,2003,2,3,10625,"NridgHt"
113000,5,1048,1,280,993,1922,1,2,6380,"BrkSide"
141000,5,1092,1,299,1092,1957,1,2,14850,"NAmes"
108000,4,1336,1,570,637,1920,1,3,11040,"IDOTRR"
175000,7,1446,2,406,729,1996,2,3,21872,"Gilbert"
234000,7,1557,2,420,1374,2003,2,2,3196,"Blmngtn"
121500,5,1392,2,528,1392,1957,1,3,11341,"Sawyer"
170000,5,1389,2,418,1389,1974,1,2,10010,"Mitchel"
108000,5,996,0,0,996,1940,1,3,13907,"Edwards"
185000,6,1674,2,396,1163,1918,2,4,21780,"Edwards"
268000,7,2295,2,590,1095,1992,2,4,13346,"NoRidge"
128000,6,1647,1,216,806,1915,1,4,6858,"SWISU"
325000,9,2504,3,656,1122,2005,2,4,11198,"StoneBr"
214000,7,1535,2,532,1517,2004,2,3,10171,"NridgHt"
316600,8,2132,2,612,1496,1983,1,1,12327,"SawyerW"
135960,5,943,2,600,943,1979,1,2,7032,"NAmes"
142600,5,1728,2,576,1728,1965,2,6,13101,"NAmes"
120000,6,864,1,288,864,1959,1,2,7332,"NAmes"
224500,7,1692,2,650,846,2009,2,3,13159,"Timber"
170000,7,1430,2,400,384,2000,2,3,9967,"Gilbert"
139000,5,1109,1,288,372,1971,1,3,10500,"NAmes"
118500,5,1216,1,336,832,1947,1,2,8480,"NAmes"
145000,7,1477,1,216,861,1928,2,3,6292,"SWISU"
164500,5,1320,2,564,1164,1966,1,3,11777,"Sawyer"
146000,7,1392,2,540,689,2007,2,2,3604,"Somerst"
131500,5,1795,1,352,1050,1954,2,4,12150,"OldTown"
181900,6,1429,2,572,1144,1960,1,3,14585,"NAmes"
253293,8,2042,3,1390,2042,2008,2,3,12704,"NridgHt"
118500,6,816,0,0,816,1990,1,3,11841,"Edwards"
325000,10,2775,2,880,1237,1893,3,3,13500,"OldTown"
133000,4,1573,1,240,884,1935,1,3,6120,"BrkSide"
369900,8,2028,3,880,1868,2005,2,2,11443,"Timber"
130000,6,838,1,275,816,1918,1,2,10267,"BrkSide"
137000,5,860,2,528,840,1982,1,2,8740,"Sawyer"
143000,5,1473,1,452,1437,1968,1,1,25095,"ClearCr"
79500,5,935,1,308,742,1930,1,2,9100,"BrkSide"
185900,7,1582,2,520,770,2004,2,3,8320,"CollgCr"
451950,10,2296,3,842,1722,2008,2,3,13478,"NridgHt"
138000,5,816,2,816,816,1982,1,2,6600,"Mitchel"
140000,6,848,2,420,848,2003,1,1,4435,"CollgCr"
110000,5,924,1,280,924,1975,1,3,7990,"CollgCr"
319000,8,1826,3,758,1814,2005,2,3,11302,"StoneBr"
114504,6,1368,1,216,684,1910,1,3,3600,"OldTown"
194201,7,1402,3,648,1258,2006,0,2,3922,"Blmngtn"
217500,5,1647,2,621,1430,1977,2,3,12984,"Crawfor"
151000,6,1556,2,452,716,1980,2,3,1950,"Blueste"
275000,8,1904,2,736,1058,2005,2,3,10927,"NridgHt"
141000,6,1375,1,544,780,1937,1,3,9000,"IDOTRR"
220000,8,1915,2,506,908,1992,2,3,10041,"SawyerW"
151000,7,1200,2,480,600,2004,2,2,3182,"Somerst"
221000,7,1494,2,530,1494,2002,2,3,12803,"CollgCr"
205000,7,1986,2,486,768,1965,2,3,13600,"NAmes"
152000,5,1040,2,576,1040,1996,1,3,12464,"CollgCr"
225000,5,2008,1,230,896,1948,3,3,7800,"Edwards"
359100,8,3194,2,380,965,1934,2,4,12168,"Crawfor"
118500,4,1029,1,261,1029,1961,1,3,7943,"Sawyer"
313000,9,2153,3,736,1440,2000,2,3,11050,"CollgCr"
148000,6,1032,2,564,1032,1978,2,3,10395,"NWAmes"
261500,8,1872,2,531,1299,2001,2,3,11885,"CollgCr"
147000,5,1120,0,0,1120,2007,1,3,8402,"Mitchel"
75500,4,630,0,0,630,1972,1,1,1491,"MeadowV"
137500,6,1054,2,480,936,1963,1,3,8800,"NAmes"
183200,6,1509,2,393,783,2002,2,3,7861,"Gilbert"
105500,6,832,2,528,832,1954,1,2,7227,"NAmes"
314813,9,1828,3,774,1822,2007,2,3,11694,"NridgHt"
305000,8,2262,3,749,1482,2003,2,4,12244,"Timber"
67000,3,864,0,0,864,1914,1,2,8248,"Edwards"
240000,6,2614,2,624,1522,1974,2,4,10800,"NWAmes"
135000,5,980,2,484,980,1977,1,3,7064,"Sawyer"
168500,6,1512,2,440,756,2000,2,2,2117,"Somerst"
165150,6,1790,2,484,732,1972,1,4,10400,"NWAmes"
160000,6,1116,2,440,1116,1962,1,3,10000,"NAmes"
139900,5,1422,1,286,978,1960,1,3,12342,"NAmes"
153000,6,1520,1,364,1156,1955,1,3,9600,"NAmes"
135000,5,2080,2,504,1040,1969,1,5,11606,"NAmes"
168500,6,1350,2,520,1248,1964,1,3,9020,"NAmes"
124000,5,1750,1,240,636,1880,1,3,9000,"OldTown"
209500,8,1554,2,627,1554,2006,2,2,4590,"NridgHt"
82500,7,1411,2,544,1386,1977,2,3,11900,"NWAmes"
139400,5,1056,1,260,1056,1954,1,3,9250,"NAmes"
144000,6,1056,2,576,1056,1980,0,0,6979,"OldTown"
200000,6,3395,0,0,1440,1914,2,8,10896,"SWISU"
60000,2,800,0,0,264,1936,1,1,6120,"BrkSide"
93000,5,1387,1,256,811,1954,2,3,6000,"OldTown"
85000,5,796,0,0,796,1910,1,2,8777,"Edwards"
264561,8,1567,3,648,1520,2006,2,1,3982,"Blmngtn"
274000,8,1518,2,588,1518,2003,1,1,12677,"NridgHt"
226000,7,1929,2,650,1057,2001,2,3,7050,"Somerst"
345000,8,2704,2,538,1952,1972,2,4,13860,"NAmes"
152000,5,1620,2,462,780,1969,2,4,10793,"NWAmes"
370878,9,1766,3,478,1766,2009,2,2,9187,"Somerst"
143250,6,981,2,576,981,1971,1,3,10530,"NAmes"
98300,5,1048,2,420,0,1950,1,3,7200,"NAmes"
155000,6,1094,2,495,1094,1953,1,3,10452,"Edwards"
155000,6,1839,2,442,756,1966,1,4,7700,"NAmes"
84500,4,630,0,0,630,1970,1,1,1936,"MeadowV"
205950,7,1665,2,562,813,2007,2,3,8125,"Somerst"
108000,4,1510,1,296,755,1940,1,4,9084,"Edwards"
191000,7,1716,2,512,880,1996,2,2,8750,"CollgCr"
135000,6,1469,1,216,756,1906,1,3,10320,"IDOTRR"
350000,8,2113,3,839,2109,1995,2,2,10437,"NoRidge"
88000,6,1092,1,264,525,1971,1,3,1680,"BrDale"
145500,5,1053,1,312,1053,1959,1,3,10007,"NAmes"
149000,7,1502,1,270,776,1931,1,3,7200,"Crawfor"
97500,6,1458,1,330,912,1948,1,3,17503,"NAmes"
167000,5,1486,2,480,1486,1964,1,3,9937,"Edwards"
197900,7,1935,2,550,793,1976,2,3,12384,"NWAmes"
402000,8,2448,3,711,1629,1994,2,4,46589,"NoRidge"
110000,6,1392,2,576,1392,1968,1,2,13560,"NAmes"
137500,4,1181,2,588,1138,1972,2,3,10012,"Edwards"
423000,8,2097,3,1134,2077,2005,1,1,20896,"Somerst"
230500,8,1936,2,504,1406,2000,2,3,11194,"Gilbert"
129000,6,2380,2,596,1021,1965,2,3,18450,"NAmes"
193500,6,1679,2,575,1408,1994,2,3,8125,"SawyerW"
168000,5,1437,2,576,1188,1956,1,3,14175,"Sawyer"
137500,4,1180,1,252,700,1922,1,2,11600,"Crawfor"
173500,6,1476,2,540,738,2005,2,3,8633,"CollgCr"
103600,6,1369,1,300,672,1925,2,3,6629,"Edwards"
165000,6,1208,2,546,1208,1977,1,3,11250,"Veenker"
257500,6,1839,2,416,1477,1957,2,3,14442,"Crawfor"
140000,6,1136,1,384,1136,1965,1,3,9200,"NAmes"
148500,6,1441,2,440,855,1978,2,3,2289,"NPkVill"
87000,4,1774,3,779,1095,1900,2,4,9600,"OldTown"
109500,5,792,1,240,768,1924,1,2,9022,"OldTown"
372500,8,2046,3,834,2046,2008,2,3,11844,"StoneBr"
128500,5,988,2,572,988,1961,1,3,9945,"Sawyer"
143000,6,923,1,264,923,1980,2,2,8012,"SawyerW"
159434,5,1520,1,281,793,1932,1,3,4500,"SWISU"
173000,6,1291,2,431,1291,1996,1,2,2887,"ClearCr"
285000,9,1668,3,702,1626,2002,2,3,11248,"CollgCr"
221000,7,1839,2,486,1195,1998,2,4,16770,"NoRidge"
207500,7,2090,2,577,1190,1984,2,3,5062,"StoneBr"
227875,7,1761,2,578,874,2007,3,3,10207,"Somerst"
148800,7,1102,2,480,551,2004,2,2,5105,"Somerst"
392000,8,1419,2,567,1419,2007,2,2,8089,"StoneBr"
194700,6,1362,2,460,1362,2005,2,2,7577,"NridgHt"
141000,6,848,2,420,848,2004,1,1,4426,"CollgCr"
755000,10,4316,3,832,2444,1994,3,4,21535,"NoRidge"
335000,7,2519,2,628,1210,1989,2,4,26178,"Timber"
108480,5,1073,1,326,1073,1921,1,2,5400,"OldTown"
141500,5,1539,2,576,927,1936,1,3,6120,"BrkSide"
176000,6,1137,2,551,1112,1987,2,2,13811,"Timber"
89000,5,616,1,205,616,1921,1,2,6000,"BrkSide"
123500,5,1148,1,308,980,1952,1,2,6420,"Edwards"
138500,5,894,1,336,894,1965,1,3,8450,"Sawyer"
196000,7,1391,2,530,1391,2004,2,2,4282,"Somerst"
312500,8,1800,3,765,1800,2002,2,3,14331,"Timber"
140000,7,1164,2,528,1164,1969,1,3,9600,"NWAmes"
361919,8,2576,3,666,1234,2006,2,4,12438,"StoneBr"
140000,5,1812,2,672,360,1900,2,4,7630,"OldTown"
213000,7,1484,2,606,1473,2004,2,3,8400,"CollgCr"
55000,4,1092,0,0,0,1930,2,3,5600,"IDOTRR"
302000,7,1824,2,739,1643,1971,2,2,115149,"ClearCr"
254000,8,1324,2,550,1324,2006,2,2,6240,"NridgHt"
179540,7,1456,2,400,728,2007,2,3,9018,"Gilbert"
109900,5,904,1,408,876,1966,1,3,7162,"Sawyer"
52000,3,729,0,0,270,1935,1,2,4130,"BrkSide"
102776,4,1178,1,384,859,1900,1,2,8712,"IDOTRR"
189000,8,1228,2,472,1228,1988,2,2,4671,"StoneBr"
129000,4,960,2,576,960,1970,1,3,9873,"BrkSide"
130500,6,1479,2,475,725,1976,2,3,13517,"Sawyer"
165000,6,1350,2,478,1064,1974,2,3,10140,"NWAmes"
159500,7,2554,2,704,718,1890,1,3,10800,"OldTown"
157000,5,1178,2,439,1176,1973,1,3,10000,"NWAmes"
341000,7,2418,3,983,1311,1993,2,3,10542,"NoRidge"
128500,5,971,1,300,971,1969,1,3,9920,"CollgCr"
275000,8,1742,2,564,1742,1985,2,2,6563,"StoneBr"
143000,6,848,2,420,848,2004,1,1,4426,"CollgCr"
124500,4,864,2,463,864,1970,1,3,8120,"NAmes"
135000,4,1470,1,548,941,1954,2,4,8172,"Edwards"
320000,9,1698,3,768,1698,2007,2,3,13286,"Edwards"
120500,4,864,2,660,864,1970,1,3,6960,"NAmes"
222000,6,1680,2,540,880,1988,2,3,21695,"Crawfor"
194500,7,1232,2,632,1232,2007,2,2,7314,"CollgCr"
110000,5,1776,3,888,1584,1958,2,4,11475,"NAmes"
103000,4,1208,2,539,780,1925,1,2,6240,"IDOTRR"
236500,8,1616,2,608,1595,1995,2,2,5389,"StoneBr"
187500,7,1146,2,438,868,2003,2,3,9590,"Timber"
222500,7,2031,2,541,1153,1998,2,3,11404,"CollgCr"
131400,5,1144,1,264,864,1961,1,3,10000,"Sawyer"
108000,5,948,1,300,948,1968,1,3,8978,"Sawyer"
163000,7,1768,2,320,880,1914,1,2,10800,"OldTown"
93500,3,1040,2,400,0,1950,2,2,8544,"NAmes"
239900,8,1801,3,800,893,2005,2,3,10463,"Gilbert"
179000,5,1200,0,0,1200,1987,3,3,10800,"Edwards"
190000,7,1728,2,572,864,2004,2,3,9313,"CollgCr"
132000,5,1432,2,360,264,1910,2,2,9600,"OldTown"
142000,6,912,1,288,912,1961,1,3,6768,"Sawyer"
179000,7,1349,2,539,1349,2000,2,3,8450,"SawyerW"
175000,5,1464,2,480,520,1963,2,3,12886,"Sawyer"
180000,8,1337,2,462,1337,1993,2,2,5395,"StoneBr"
299800,8,2715,2,831,1142,1976,3,4,8963,"NWAmes"
236000,7,2256,2,554,952,2000,2,4,8795,"Gilbert"
265979,7,2640,4,864,1240,1880,1,4,11700,"OldTown"
260400,7,1720,2,527,1720,1996,2,3,10593,"NoRidge"
98000,4,1529,1,240,0,1945,2,4,8405,"Edwards"
96500,4,1140,0,0,576,1910,1,3,8800,"OldTown"
162000,7,1320,2,400,660,2003,2,3,7750,"Gilbert"
217000,6,1494,2,576,1479,1997,2,3,9236,"CollgCr"
275500,8,2098,3,878,1030,2005,2,3,10240,"NridgHt"
156000,6,1026,2,440,1026,1969,1,3,7930,"NAmes"
172500,6,1471,2,440,729,1999,2,3,3230,"Somerst"
212000,8,1768,2,578,866,2007,2,3,10769,"CollgCr"
158900,6,1386,2,440,672,1978,2,3,11616,"Sawyer"
179400,7,1501,2,440,744,1999,2,3,2280,"Somerst"
290000,8,2531,3,752,1318,1995,2,4,12257,"NoRidge"
127500,6,864,1,300,864,1959,1,2,9100,"NAmes"
100000,5,1301,2,440,1145,1924,1,2,6911,"BrkSide"
215200,7,1547,2,614,756,2009,2,3,8640,"Somerst"
337000,8,2365,3,856,1252,1999,2,3,9430,"NoRidge"
270000,8,1494,2,481,1494,1995,1,2,9549,"Veenker"
264132,9,1506,2,592,1498,2008,2,2,14587,"Somerst"
196500,7,1714,2,496,980,1988,2,3,10421,"NWAmes"
160000,6,1750,1,423,983,1940,2,4,12508,"Mitchel"
216837,7,1836,2,484,1860,2004,2,3,9100,"CollgCr"
538000,8,3279,3,841,1650,2003,3,4,53504,"StoneBr"
134900,5,858,2,576,858,1982,1,2,7252,"Sawyer"
102000,4,1220,2,396,836,1951,1,2,8877,"Edwards"
107000,6,1117,2,672,1029,1976,1,3,7819,"Edwards"
114500,5,912,1,275,912,1958,1,2,10150,"NAmes"
395000,8,1973,3,895,1935,2006,2,3,14226,"NridgHt"
162000,6,1204,2,412,1204,1998,2,2,4500,"Mitchel"
221500,7,1614,3,865,1614,2005,2,3,11210,"CollgCr"
142500,5,894,2,440,864,1974,1,3,13350,"Sawyer"
144000,5,2020,2,630,0,1977,2,4,8400,"SawyerW"
135000,6,1004,2,504,975,1977,1,2,10530,"Mitchel"
176000,7,1253,2,402,1237,1995,2,3,7875,"Gilbert"
175900,6,1603,2,484,761,1992,2,3,7153,"SawyerW"
187100,7,1430,2,605,1413,2001,2,3,16285,"CollgCr"
165500,5,1110,2,602,1097,1978,1,1,9101,"Mitchel"
128000,6,1484,0,0,742,1914,2,3,6300,"OldTown"
161500,6,1342,2,457,1372,1967,2,3,9790,"NWAmes"
139000,5,1652,1,416,686,1915,2,4,10800,"OldTown"
233000,7,2084,2,618,956,2004,2,4,10142,"SawyerW"
107900,4,901,1,281,901,1954,1,2,6000,"OldTown"
187500,6,2087,2,444,832,1966,2,5,12205,"ClearCr"
160200,7,1145,2,397,1145,2005,2,2,3182,"Blmngtn"
146800,6,1062,2,539,1029,1976,1,3,11333,"Mitchel"
269790,7,2013,2,455,1117,1996,2,3,9920,"NoRidge"
225000,8,1496,2,474,1496,2007,2,3,9158,"Somerst"
194500,7,1895,2,409,712,1994,2,3,10832,"Gilbert"
171000,6,1564,2,476,650,1980,2,3,8400,"SawyerW"
143500,6,1285,2,528,660,1977,1,3,8197,"Sawyer"
110000,5,773,1,240,773,1953,1,2,7677,"NAmes"
485000,9,3140,3,820,1926,2008,3,4,13518,"NridgHt"
175000,5,1768,1,240,731,1937,1,3,7200,"SWISU"
200000,6,1688,2,603,616,1997,2,4,12798,"ClearCr"
109900,4,1196,2,440,1196,1916,1,2,4800,"IDOTRR"
189000,7,1456,2,410,728,2005,2,3,8199,"CollgCr"
582933,9,2822,3,1020,1734,2008,3,4,13891,"NridgHt"
118000,5,1128,1,286,936,1954,1,2,9000,"NAmes"
227680,7,1428,2,554,1417,2008,2,3,12274,"Somerst"
135500,5,980,1,384,980,1967,2,3,9750,"NAmes"
223500,5,1576,2,528,1324,1923,1,3,21384,"BrkSide"
159950,5,1086,2,484,1024,1966,1,3,13400,"NAmes"
106000,5,2138,2,360,849,1898,2,2,8100,"OldTown"
181000,6,1309,2,484,1040,1974,1,3,10140,"NWAmes"
144500,6,848,2,420,848,2004,1,1,4438,"CollgCr"
55993,5,1044,2,504,540,1952,1,2,8712,"IDOTRR"
157900,6,1442,1,301,1442,1958,1,4,9750,"NAmes"
116000,5,1250,1,280,686,1918,1,3,8248,"Edwards"
224900,7,1661,2,598,1649,1998,2,3,12137,"CollgCr"
137000,5,1008,1,275,1008,1954,1,2,11425,"NAmes"
271000,8,1689,3,857,1568,2002,2,3,13265,"Mitchel"
155000,6,1052,2,440,1010,1971,1,3,8816,"ClearCr"
224000,7,1358,2,484,1358,2009,2,2,6371,"NridgHt"
183000,7,1640,2,595,798,2003,2,3,7226,"CollgCr"
93000,4,936,2,576,936,1953,1,2,6000,"OldTown"
225000,7,1733,2,433,847,2003,2,3,12394,"Gilbert"
139500,6,1489,1,240,778,1940,2,3,9900,"SWISU"
232600,8,1489,2,776,1489,2006,2,3,11216,"Somerst"
385000,10,2084,3,1220,2078,2007,2,2,14803,"NridgHt"
109500,5,784,0,0,784,1924,1,2,6130,"BrkSide"
189000,7,1434,2,527,1454,2001,2,3,8529,"SawyerW"
185000,5,2126,2,538,1013,1967,2,3,28698,"ClearCr"
147400,7,1223,2,480,600,2005,2,2,2544,"Somerst"
166000,6,1392,2,458,1392,1957,1,3,11900,"NAmes"
151000,7,1200,2,480,600,2005,2,2,3180,"Somerst"
237000,7,1829,2,613,941,2003,2,3,9548,"CollgCr"
167000,6,1516,2,472,1516,1964,1,3,10004,"NAmes"
139950,5,1144,2,456,1144,1961,1,3,7875,"NAmes"
128000,4,1067,2,436,1067,1950,2,2,9600,"Sawyer"
153500,5,1559,2,812,1559,1948,1,2,8100,"OldTown"
100000,6,987,1,264,483,1973,1,2,1680,"BrDale"
144000,5,1099,1,352,1099,1995,1,3,9525,"CollgCr"
130500,5,1200,1,240,768,1946,1,3,11767,"Edwards"
140000,6,1482,1,400,672,1925,2,4,12155,"SWISU"
157500,5,1539,2,686,650,1904,2,3,10440,"OldTown"
174900,6,1165,2,490,1127,1966,1,3,9020,"NAmes"
141000,5,1800,0,0,1800,1961,2,6,8000,"NAmes"
153900,5,1416,3,720,876,1915,1,4,12665,"OldTown"
171000,5,1701,2,611,1390,1975,2,3,16647,"Sawyer"
213000,7,1775,2,425,740,1993,2,3,9317,"SawyerW"
133500,5,864,1,338,864,1972,1,3,15523,"CollgCr"
240000,6,2358,2,360,907,1908,3,5,45600,"ClearCr"
187000,6,1855,2,512,528,1976,2,3,9600,"Veenker"
131500,6,848,2,420,848,2003,1,1,4435,"CollgCr"
215000,8,1456,2,400,1273,2003,2,2,3196,"Blmngtn"
164000,7,1646,1,240,918,1941,2,4,7128,"Crawfor"
158000,6,1445,2,645,1127,1964,1,3,12095,"NAmes"
170000,5,1779,2,454,1763,1955,1,3,17920,"Sawyer"
127000,5,1040,1,260,1040,1962,1,3,6897,"Sawyer"
147000,6,1026,2,576,940,1978,1,3,10970,"CollgCr"
174000,6,1481,2,343,702,1994,2,3,8125,"Gilbert"
152000,7,1370,2,479,1090,1976,2,3,10400,"NWAmes"
250000,6,2654,2,619,1054,1968,2,4,11029,"NWAmes"
189950,7,1426,1,216,912,1918,1,3,7642,"Crawfor"
131500,5,1039,2,504,1039,1965,1,3,11625,"Sawyer"
152000,6,1097,2,480,1040,1984,2,3,9672,"SawyerW"
132500,5,1148,1,672,1148,1959,1,3,7931,"NAmes"
250580,7,1372,2,529,1372,2007,2,3,8640,"Somerst"
148500,5,1002,2,902,1002,1970,1,3,8750,"NAmes"
248900,8,1646,3,870,1638,2006,2,3,10656,"Timber"
